BattleSamuraiId,SamuraiId,BattleId
4809,9399,22
4810,4631,22
4811,2356,22
4812,1394,22
4813,8558,22
4814,1495,22
4815,1341,22
4816,6816,22
4817,4937,22
4818,588,22
4819,2390,22
4820,6061,22
4821,6101,22
4822,9456,22
4823,3529,22
4824,7002,22
4825,6723,22
4826,4211,22
4827,8578,22
4828,585,22
4829,7666,22
4830,4350,22
4831,7633,22
4832,1136,22
4833,341,22
4834,3143,22
4835,8612,22
4836,8926,22
4837,7163,22
4838,1806,22
4839,4363,22
4840,8778,22
4841,2786,22
4842,9504,22
4843,3022,22
4844,5544,22
4845,8318,22
4846,7765,22
4847,592,22
4848,3874,22
4849,8530,22
4850,9408,22
4851,4305,22
4852,9746,22
4853,995,22
4854,7836,22
4855,2512,22
4856,175,22
4857,9817,22
4858,9667,22
4859,5315,22
4860,2533,22
4861,7797,22
4862,9017,22
4863,5185,22
4864,3867,22
4865,9249,22
4866,4159,22
4867,2236,22
4868,6805,22
4869,3389,22
4870,426,22
4871,3980,22
4872,424,23
4873,1743,23
4874,7351,23
4875,9376,23
4876,8815,23
4877,885,23
4878,1783,23
4879,7184,23
4880,5862,23
4881,4282,23
4882,1988,23
4883,9713,23
4884,1228,23
4885,6548,23
4886,9585,23
4887,9264,23
4888,7708,23
4889,8594,23
4890,3442,23
4891,6515,23
4892,9872,23
4893,5344,23
4894,1351,23
4895,5023,23
4896,6204,23
4897,4563,23
4898,9698,23
4899,6120,23
4900,6162,23
4901,2749,23
4902,7392,23
4903,6381,23
4904,2104,23
4905,4683,23
4906,2055,23
4907,5147,23
4908,9370,23
4909,6333,23
4910,8391,23
4911,2435,23
4912,1412,23
4913,4905,23
4914,4727,23
4915,4846,23
4916,8293,23
4917,526,23
4918,8407,23
4919,2223,23
4920,8176,23
4921,6989,23
4922,1517,23
4923,417,23
4924,1994,23
4925,8011,23
4926,7550,23
4927,8296,23
4928,5522,23
4929,9505,23
4930,3363,23
4931,4798,23
4932,1496,23
4933,9074,23
4934,9970,23
4935,6299,23
4936,2444,23
4937,9254,23
4938,3631,23
4939,3512,23
4940,3661,23
4941,451,23
4942,3872,23
4943,6276,23
4944,3610,23
4945,9962,23
4946,6093,23
4947,8243,23
4948,1022,23
4949,3514,23
4950,8579,23
4951,5737,23
4952,3558,23
4953,2588,23
4954,9436,23
4955,1911,23
4956,4208,23
4957,9652,23
4958,3487,23
4959,6349,23
4960,4581,23
4961,6538,23
4962,9700,23
4963,7678,23
4964,6484,23
4965,1552,23
4966,3911,23
4967,5178,23
4968,3460,23
4969,1314,23
4970,7226,23
4971,168,23
4972,3074,23
4973,6479,23
4974,9255,23
4975,752,23
4976,420,23
4977,6079,23
4978,3730,23
4979,2631,23
4980,6561,23
4981,6338,23
4982,4173,23
4983,4185,23
4984,571,23
4985,706,23
4986,8613,23
4987,4455,23
4988,9303,23
4989,1913,23
4990,9132,23
4991,4279,23
4992,4264,23
4993,6441,23
4994,6773,23
4995,9663,23
4996,5488,23
4997,3071,23
4998,7115,23
4999,3713,23
5000,7681,23
5001,9775,23
5002,3372,23
5003,2481,23
5004,7377,23
5005,9805,23
5006,8837,23
5007,8813,23
5008,4773,23
5009,158,23
5010,8607,23
5011,4583,23
5012,6596,23
5013,9879,23
5014,3647,23
5015,4012,23
5016,4940,23
5017,153,23
5018,7557,23
5019,9035,23
5020,7976,23
5021,4701,23
5022,6263,23
5023,3873,23
5024,4554,23
5025,3401,23
5026,5590,23
5027,9416,23
5028,541,23
5029,6399,23
5030,5504,23
5031,56,23
5032,940,23
5033,138,23
5034,4645,23
5035,1672,23
5036,4897,23
5037,5740,23
5038,7405,23
5039,8238,23
5040,4123,23
5041,692,23
5042,2880,23
5043,7966,23
5044,4472,23
5045,3469,23
5046,4884,23
5047,3376,23
5048,2684,23
5049,882,23
5050,4449,23
5051,6046,23
5052,2170,23
5053,8286,23
5054,4258,23
5055,8169,23
5056,7036,23
5057,1253,23
5058,6543,23
5059,8216,23
5060,8282,23
5061,477,23
5062,1335,23
5063,8605,23
5064,7901,23
5065,3185,23
5066,1881,23
5067,7561,23
5068,3142,23
5069,7635,23
5070,2543,23
5071,684,23
5072,6408,23
5073,5248,23
5074,2406,23
5075,4199,23
5076,5388,23
5077,1732,23
5078,8447,23
5079,8415,23
5080,1306,23
5081,6411,23
5082,363,23
5083,5899,23
5084,6828,23
5085,3175,23
5086,2615,23
5087,7567,23
5088,4511,23
5089,3660,23
5090,4140,23
5091,8832,23
5092,800,23
5093,8412,23
5094,6491,23
5095,6752,23
5096,2526,23
5097,1662,23
5098,7243,23
5099,562,23
5100,9790,23
5101,3666,23
5102,3885,23
5103,9819,23
5104,7104,24
5105,8894,24
5106,2770,24
5107,3195,24
5108,5569,24
5109,9611,24
5110,4790,24
5111,8521,24
5112,6012,24
5113,7761,24
5114,2072,24
5115,3087,24
5116,1621,24
5117,7704,24
5118,2480,24
5119,2203,24
5120,8273,24
5121,9387,24
5122,7858,24
5123,9756,24
5124,8466,24
5125,1675,24
5126,950,24
5127,5001,24
5128,5145,24
5129,7872,24
5130,2058,24
5131,1132,24
5132,1657,24
5133,699,24
5134,939,24
5135,5737,24
5136,6258,24
5137,7684,24
5138,2933,24
5139,1444,24
5140,3319,24
5141,5120,24
5142,5710,24
5143,8041,24
5144,855,24
5145,9300,24
5146,9085,24
5147,8873,24
5148,6774,24
5149,1907,24
5150,4144,24
5151,5272,24
5152,1543,24
5153,6706,24
5154,8397,24
5155,1182,24
5156,5608,24
5157,2204,24
5158,1433,24
5159,4009,24
5160,1862,24
5161,6060,24
5162,9450,24
5163,9526,24
5164,9806,24
5165,110,24
5166,3052,24
5167,7026,24
5168,6280,24
5169,3251,24
5170,3416,24
5171,7142,24
5172,2408,24
5173,9819,24
5174,4477,24
5175,288,24
5176,5660,24
5177,6093,24
5178,6782,24
5179,266,24
5180,3537,24
5181,2463,24
5182,8007,24
5183,7134,24
5184,9676,24
5185,4226,24
5186,3088,24
5187,8117,24
5188,8017,24
5189,4942,24
5190,490,24
5191,5101,24
5192,5677,24
5193,7605,24
5194,7396,24
5195,3695,24
5196,5138,24
5197,9109,24
5198,3309,24
5199,4730,24
5200,1980,24
5201,2706,24
5202,4141,24
5203,7348,24
5204,2256,24
5205,967,24
5206,2981,24
5207,745,24
5208,2028,24
5209,6757,24
5210,312,24
5211,4723,24
5212,8032,24
5213,892,24
5214,2253,24
5215,2781,24
5216,8593,24
5217,8357,24
5218,4438,24
5219,7297,24
5220,2325,24
5221,422,24
5222,7075,24
5223,5377,24
5224,1273,24
5225,4259,24
5226,7951,24
5227,4179,24
5228,2977,24
5229,4718,24
5230,3366,24
5231,2045,24
5232,7223,24
5233,4866,24
5234,1571,24
5235,1956,24
5236,3727,24
5237,6009,24
5238,4035,24
5239,4559,24
5240,492,24
5241,9797,24
5242,7571,24
5243,5359,24
5244,6271,24
5245,9811,24
5246,7633,24
5247,8053,24
5248,1263,24
5249,170,24
5250,5369,24
5251,3639,24
5252,760,24
5253,8558,24
5254,386,24
5255,3488,24
5256,6512,24
5257,7781,24
5258,6479,24
5259,2855,24
5260,2298,24
5261,6259,24
5262,8143,24
5263,2044,24
5264,7285,24
5265,5742,24
5266,7160,24
5267,2428,24
5268,2043,24
5269,8776,24
5270,1938,24
5271,1813,24
5272,7347,24
5273,6853,24
5274,1244,24
5275,9568,24
5276,7141,24
5277,7120,24
5278,6588,24
5279,5174,24
5280,2539,24
5281,5328,24
5282,1433,24
5283,8486,24
5284,4494,24
5285,5642,24
5286,3732,24
5287,4790,24
5288,856,24
5289,3389,24
5290,1737,24
5291,3459,24
5292,394,24
5293,6897,24
5294,8020,24
5295,1057,24
5296,1306,24
5297,450,24
5298,7417,24
5299,7663,24
5300,5679,24
5301,6218,24
5302,4727,24
5303,5022,24
5304,8652,24
5305,1845,24
5306,9514,24
5307,433,24
5308,398,24
5309,32,24
5310,2552,24
5311,3351,24
5312,9079,24
5313,8693,24
5314,9417,24
5315,2135,24
5316,9499,24
5317,8299,24
5318,5114,24
5319,2190,24
5320,1966,24
5321,5065,24
5322,1632,25
5323,110,25
5324,9242,25
5325,9006,25
5326,3219,25
5327,911,25
5328,1451,25
5329,8225,25
5330,7898,25
5331,1944,25
5332,2377,25
5333,4023,25
5334,4178,25
5335,8046,25
5336,9207,25
5337,2929,25
5338,2898,25
5339,7447,25
5340,8583,25
5341,175,25
5342,3129,25
5343,6280,25
5344,7388,25
5345,3663,25
5346,3965,25
5347,4068,25
5348,3122,25
5349,5505,25
5350,5603,25
5351,1997,25
5352,9637,25
5353,2150,25
5354,2416,25
5355,9233,25
5356,4580,25
5357,2292,25
5358,7682,25
5359,2305,25
5360,3646,25
5361,5509,25
5362,2431,25
5363,2257,25
5364,8411,25
5365,6581,25
5366,1381,25
5367,1273,25
5368,8953,25
5369,9388,25
5370,5962,25
5371,7729,25
5372,4891,25
5373,5743,25
5374,7656,25
5375,4083,25
5376,2716,25
5377,8059,25
5378,1704,25
5379,719,25
5380,528,25
5381,2329,25
5382,4627,25
5383,3185,25
5384,77,25
5385,7995,25
5386,3529,25
5387,8302,25
5388,6147,25
5389,5163,25
5390,1981,25
5391,1603,25
5392,7080,25
5393,5162,25
5394,7683,25
5395,9666,25
5396,6307,25
5397,9816,25
5398,3212,25
5399,1555,25
5400,5912,25
5401,2539,25
5402,9124,25
5403,6675,25
5404,2938,25
5405,5579,25
5406,6780,25
5407,9933,25
5408,1288,25
5409,4172,25
5410,6193,25
5411,1155,25
5412,1255,25
5413,4350,25
5414,2143,25
5415,4894,25
5416,7772,25
5417,7421,25
5418,7102,25
5419,2166,25
5420,9701,25
5421,7203,25
5422,3967,25
5423,230,25
5424,7541,25
5425,1784,25
5426,2305,25
5427,7342,25
5428,5750,25
5429,5481,25
5430,9075,25
5431,8612,25
5432,5060,25
5433,4604,25
5434,9963,25
5435,3784,25
5436,8871,25
5437,8548,25
5438,5841,25
5439,6564,25
5440,757,25
5441,8513,25
5442,3447,25
5443,7365,25
5444,4285,25
5445,9326,25
5446,9387,25
5447,4580,25
5448,5794,25
5449,2670,25
5450,2687,25
5451,8958,25
5452,5146,25
5453,3302,25
5454,4756,25
5455,7026,25
5456,5444,25
5457,7383,25
5458,2107,25
5459,4261,25
5460,8543,25
5461,869,25
5462,5531,25
5463,7033,25
5464,5937,25
5465,5993,25
5466,756,25
5467,1278,25
5468,6470,25
5469,8066,25
5470,9417,25
5471,9711,25
5472,7527,25
5473,9649,25
5474,6643,25
5475,6974,25
5476,5235,25
5477,9514,25
5478,4207,25
5479,7152,25
5480,8330,25
5481,5850,25
5482,9561,25
5483,1569,25
5484,239,25
5485,7177,25
5486,7334,25
5487,2923,25
5488,425,25
5489,7882,25
5490,9041,25
5491,8201,25
5492,2494,25
5493,1110,25
5494,8992,25
5495,1474,25
5496,8676,25
5497,9752,25
5498,9726,25
5499,9169,25
5500,5433,25
5501,7631,25
5502,3755,25
5503,3060,25
5504,7406,25
5505,2126,25
5506,5667,25
5507,7414,25
5508,256,25
5509,2796,25
5510,9570,25
5511,7945,25
5512,230,25
5513,7601,25
5514,6426,25
5515,3240,25
5516,2969,25
5517,3098,25
5518,1532,25
5519,1250,25
5520,2541,25
5521,3020,25
5522,6601,25
5523,7254,25
5524,585,26
5525,8881,26
5526,5208,26
5527,4290,26
5528,6120,26
5529,9498,26
5530,7336,26
5531,5444,26
5532,6124,26
5533,4632,26
5534,1085,26
5535,6995,26
5536,998,26
5537,7518,26
5538,5501,26
5539,826,26
5540,7546,26
5541,5841,26
5542,4358,26
5543,7760,26
5544,8807,26
5545,5412,26
5546,1752,26
5547,5205,26
5548,7575,26
5549,478,26
5550,2622,26
5551,3112,26
5552,3709,26
5553,630,26
5554,9758,26
5555,9264,26
5556,3887,26
5557,5548,26
5558,6790,26
5559,8949,26
5560,1341,26
5561,6718,26
5562,2224,26
5563,7844,26
5564,6216,26
5565,547,26
5566,4433,26
5567,4381,26
5568,8416,26
5569,7548,26
5570,3746,26
5571,4001,26
5572,2299,26
5573,4662,26
5574,3154,26
5575,2632,26
5576,187,26
5577,8962,26
5578,7811,26
5579,725,26
5580,1441,26
5581,7571,26
5582,5621,26
5583,6776,26
5584,8115,26
5585,7392,26
5586,6638,26
5587,8004,26
5588,6871,26
5589,7221,26
5590,3785,26
5591,9141,26
5592,5465,26
5593,6178,26
5594,1561,26
5595,5207,26
5596,2168,26
5597,3632,26
5598,6402,26
5599,7017,26
5600,7426,26
5601,1140,26
5602,2005,26
5603,6751,26
5604,724,26
5605,4878,26
5606,6369,26
5607,1479,26
5608,9191,26
5609,6196,26
5610,6722,26
5611,1804,26
5612,7324,26
5613,1730,26
5614,245,26
5615,966,26
5616,7062,26
5617,596,26
5618,7449,26
5619,4815,26
5620,406,26
5621,4982,26
5622,7752,26
5623,8456,26
5624,808,26
5625,6220,26
5626,6143,26
5627,2678,26
5628,9494,26
5629,3300,26
5630,7004,26
5631,6065,26
5632,630,26
5633,6670,26
5634,2108,26
5635,5402,26
5636,5936,26
5637,8058,26
5638,6089,26
5639,7732,26
5640,4110,26
5641,3544,26
5642,6372,26
5643,8389,26
5644,5145,26
5645,2992,26
5646,5219,26
5647,9727,26
5648,3803,26
5649,9335,26
5650,4805,26
5651,7356,26
5652,5377,26
5653,9713,26
5654,496,26
5655,266,26
5656,7922,26
5657,5327,26
5658,8855,26
5659,1760,26
5660,1958,26
5661,3402,26
5662,6000,26
5663,5455,26
5664,9737,26
5665,3051,26
5666,2503,26
5667,1044,26
5668,4910,26
5669,4087,26
5670,5601,26
5671,8013,26
5672,3974,26
5673,3872,26
5674,51,26
5675,9150,26
5676,5091,26
5677,5448,26
5678,6508,26
5679,5816,26
5680,92,26
5681,6940,26
5682,2773,26
5683,5152,26
5684,6408,26
5685,9828,26
5686,2513,26
5687,9713,26
5688,149,26
5689,3894,26
5690,9736,26
5691,509,26
5692,901,26
5693,4148,26
5694,4878,26
5695,7692,26
5696,5912,26
5697,734,26
5698,4771,26
5699,6549,26
5700,185,26
5701,1360,26
5702,5161,26
5703,4690,26
5704,4307,26
5705,6495,26
5706,5595,26
5707,2033,26
5708,8646,26
5709,9542,26
5710,6879,26
5711,2719,26
5712,3435,26
5713,1215,26
5714,201,26
5715,5475,26
5716,7531,26
5717,480,26
5718,6328,26
5719,9587,26
5720,1158,26
5721,4175,26
5722,7903,26
5723,9826,26
5724,286,26
5725,7800,26
5726,8027,26
5727,6067,26
5728,3557,26
5729,5488,26
5730,810,26
5731,3955,26
5732,9726,26
5733,4897,26
5734,4673,26
5735,6076,26
5736,2604,26
5737,5767,26
5738,2495,26
5739,4105,26
5740,4581,26
5741,1871,27
5742,2896,27
5743,7907,27
5744,6965,27
5745,6977,27
5746,8834,27
5747,6662,27
5748,3135,27
5749,3987,27
5750,5178,27
5751,1716,27
5752,741,27
5753,7362,27
5754,9179,27
5755,515,27
5756,7317,27
5757,356,27
5758,2085,27
5759,6830,27
5760,6990,27
5761,7707,27
5762,9099,27
5763,3770,27
5764,9105,27
5765,9360,27
5766,118,27
5767,9402,27
5768,8193,27
5769,4726,27
5770,7189,27
5771,5699,27
5772,9390,27
5773,8780,27
5774,7712,27
5775,3952,27
5776,3119,27
5777,3377,27
5778,8379,27
5779,3155,27
5780,6206,27
5781,4752,27
5782,1659,27
5783,5128,27
5784,6770,27
5785,6394,27
5786,848,27
5787,2175,27
5788,4070,27
5789,9275,27
5790,2183,27
5791,4885,27
5792,6899,27
5793,9975,27
5794,4427,27
5795,5987,27
5796,6463,27
5797,6715,27
5798,9298,27
5799,4287,27
5800,6602,27
5801,5892,27
5802,5681,27
5803,6713,27
5804,2448,27
5805,1340,27
5806,3775,27
5807,7594,27
5808,9880,27
5809,1430,27
5810,7445,27
5811,5087,27
5812,2,27
5813,6004,27
5814,7194,27
5815,3642,27
5816,7474,27
5817,767,27
5818,5216,27
5819,1351,27
5820,5087,27
5821,3048,27
5822,2653,27
5823,1370,27
5824,7354,27
5825,2545,27
5826,5942,27
5827,4524,27
5828,4179,27
5829,1723,27
5830,5481,27
5831,2014,27
5832,6794,27
5833,9143,27
5834,5020,27
5835,9882,27
5836,6370,27
5837,4772,27
5838,6585,27
5839,125,27
5840,9880,27
5841,8545,27
5842,7205,27
5843,757,27
5844,2781,27
5845,8737,27
5846,1438,27
5847,9933,27
5848,8752,27
5849,7196,27
5850,226,27
5851,5657,27
5852,1734,27
5853,5207,27
5854,9655,27
5855,385,27
5856,2990,27
5857,4551,27
5858,2269,27
5859,5491,27
5860,3885,27
5861,3689,27
5862,5941,27
5863,5283,27
5864,6081,27
5865,7926,27
5866,3901,27
5867,408,27
5868,9670,27
5869,3844,27
5870,6856,27
5871,3391,27
5872,3413,27
5873,9111,27
5874,2368,27
5875,2004,27
5876,4859,27
5877,4127,27
5878,1212,27
5879,6735,27
5880,542,27
5881,3846,27
5882,9918,27
5883,9182,27
5884,683,27
5885,483,27
5886,2592,27
5887,7874,27
5888,2706,27
5889,7810,27
5890,8670,27
5891,7083,27
5892,8495,27
5893,1376,27
5894,7986,27
5895,3768,27
5896,9134,27
5897,840,27
5898,6984,27
5899,5017,27
5900,6472,27
5901,9664,27
5902,9297,27
5903,9724,27
5904,4591,27
5905,1424,27
5906,6623,27
5907,5281,27
5908,8673,27
5909,662,27
5910,2775,27
5911,2891,27
5912,5803,27
5913,7266,27
5914,3271,27
5915,6070,27
5916,3736,27
5917,3814,27
5918,5272,27
5919,7002,27
5920,5886,27
5921,6844,27
5922,4855,27
5923,8613,27
5924,4611,27
5925,2428,27
5926,3574,27
5927,6488,27
5928,5345,27
5929,6994,27
5930,8338,27
5931,7478,27
5932,5003,27
5933,8723,27
5934,2635,27
5935,334,27
5936,543,27
5937,8421,27
5938,903,27
5939,9548,27
5940,6633,27
5941,8088,27
5942,4346,27
5943,4897,27
5944,2061,27
5945,5091,27
5946,2952,28
5947,8861,28
5948,9026,28
5949,1903,28
5950,539,28
5951,9764,28
5952,8040,28
5953,5803,28
5954,4340,28
5955,9367,28
5956,2500,28
5957,3758,28
5958,9442,28
5959,8371,28
5960,5695,28
5961,7546,28
5962,323,28
5963,7591,28
5964,9560,28
5965,1877,28
5966,7646,28
5967,6095,28
5968,8323,28
5969,6306,28
5970,9093,28
5971,7720,28
5972,5723,28
5973,4792,28
5974,795,28
5975,3705,28
5976,3540,28
5977,6890,28
5978,2504,28
5979,4578,28
5980,1305,28
5981,2727,28
5982,5945,28
5983,8064,28
5984,1323,28
5985,613,28
5986,7165,28
5987,8962,28
5988,8294,28
5989,4032,28
5990,2303,28
5991,2423,28
5992,5295,28
5993,526,28
5994,5018,28
5995,2027,28
5996,8558,28
5997,6430,28
5998,8013,28
5999,1321,28
6000,6236,28
6001,4211,28
6002,9312,28
6003,8389,28
6004,4884,28
6005,6229,28
6006,5977,28
6007,8641,28
6008,163,28
6009,44,28
6010,4776,28
6011,5573,28
6012,7201,28
6013,7748,28
6014,4206,28
6015,6942,28
6016,8960,28
6017,9784,28
6018,7846,28
6019,323,28
6020,7933,28
6021,8915,28
6022,5343,28
6023,2337,28
6024,6720,28
6025,6345,28
6026,2338,28
6027,5645,28
6028,8628,28
6029,4365,28
6030,9650,28
6031,8697,28
6032,4993,28
6033,3263,28
6034,8771,28
6035,1401,28
6036,2770,28
6037,1690,28
6038,5349,28
6039,4408,28
6040,9962,28
6041,5084,28
6042,6110,28
6043,3575,28
6044,7966,28
6045,9473,28
6046,6491,28
6047,8247,28
6048,8924,28
6049,8090,28
6050,6541,28
6051,1230,28
6052,5783,28
6053,2151,28
6054,9,28
6055,6622,28
6056,54,28
6057,7052,28
6058,1502,28
6059,6319,28
6060,6741,28
6061,4399,28
6062,1066,28
6063,2816,28
6064,3900,28
6065,8229,28
6066,4400,28
6067,858,28
6068,6518,28
6069,1239,28
6070,9871,28
6071,7254,28
6072,1192,28
6073,3333,28
6074,6256,28
6075,9846,28
6076,167,28
6077,8285,28
6078,5571,28
6079,5115,28
6080,4223,28
6081,6291,28
6082,262,28
6083,1739,28
6084,6109,28
6085,5384,28
6086,438,28
6087,3100,28
6088,8745,28
6089,9767,28
6090,4682,28
6091,3206,28
6092,496,28
6093,8696,28
6094,1096,28
6095,4420,28
6096,3789,28
6097,4849,28
6098,7093,28
6099,9214,28
6100,1597,28
6101,3414,28
6102,961,28
6103,6811,28
6104,2019,28
6105,1796,28
6106,504,28
6107,3087,28
6108,9482,28
6109,9172,28
6110,9063,28
6111,9575,28
6112,2641,28
6113,8810,28
6114,2398,28
6115,6264,28
6116,5709,28
6117,6133,28
6118,9877,28
6119,6595,28
6120,4169,28
6121,7261,28
6122,8520,28
6123,5744,28
6124,384,28
6125,7699,28
6126,8415,28
6127,4369,28
6128,3085,28
6129,6555,28
6130,8437,28
6131,522,28
6132,8664,28
6133,4939,28
6134,1252,28
6135,1053,28
6136,2140,28
6137,5112,28
6138,5197,28
6139,7272,28
6140,3393,28
6141,6584,28
6142,8217,28
6143,2742,28
6144,1967,28
6145,8937,28
6146,7454,28
6147,4810,28
6148,5255,28
6149,7504,28
6150,8833,28
6151,5152,28
6152,2866,28
6153,6218,28
6154,4821,28
6155,3942,28
6156,349,28
6157,8430,28
6158,3261,28
6159,7884,28
6160,7897,28
6161,2202,28
6162,2128,28
6163,8019,28
6164,1114,28
6165,8031,28
6166,5904,28
6167,35,28
6168,7254,28
6169,5613,28
6170,1689,28
6171,884,29
6172,9260,29
6173,9766,29
6174,8779,29
6175,3213,29
6176,6745,29
6177,9670,29
6178,895,29
6179,4070,29
6180,8849,29
6181,4033,29
6182,9904,29
6183,959,29
6184,6614,29
6185,5995,29
6186,1893,29
6187,7647,29
6188,1318,29
6189,2867,29
6190,8252,29
6191,2335,29
6192,4818,29
6193,9158,29
6194,364,29
6195,6359,29
6196,1543,29
6197,2839,29
6198,6922,29
6199,3149,29
6200,950,29
6201,9727,29
6202,5068,29
6203,1383,29
6204,2338,29
6205,8056,29
6206,4324,29
6207,5955,29
6208,9042,29
6209,8233,29
6210,4614,29
6211,7289,29
6212,2417,29
6213,4886,29
6214,6231,29
6215,1286,29
6216,8056,29
6217,5939,29
6218,1300,29
6219,4656,29
6220,9379,29
6221,7069,29
6222,4386,29
6223,5751,29
6224,5829,29
6225,9830,29
6226,9599,29
6227,875,29
6228,4823,29
6229,7586,29
6230,1898,29
6231,1445,29
6232,178,29
6233,1635,29
6234,1243,29
6235,6522,29
6236,9652,29
6237,9763,29
6238,4483,29
6239,9784,29
6240,170,29
6241,4280,29
6242,8944,29
6243,3886,29
6244,6504,29
6245,1317,29
6246,4746,29
6247,6136,29
6248,39,29
6249,8723,29
6250,5035,29
6251,3119,29
6252,8493,29
6253,2961,29
6254,4243,29
6255,4914,29
6256,5771,29
6257,8977,29
6258,6993,29
6259,4619,29
6260,686,29
6261,441,29
6262,8498,29
6263,1966,29
6264,4063,29
6265,3093,29
6266,9665,29
6267,714,29
6268,7406,29
6269,2722,29
6270,5711,29
6271,9807,29
6272,1628,29
6273,9972,29
6274,6530,29
6275,1113,29
6276,8887,29
6277,9129,29
6278,8366,29
6279,7515,29
6280,1154,29
6281,5337,29
6282,4651,29
6283,6769,29
6284,1124,29
6285,3967,29
6286,7507,29
6287,5794,29
6288,7777,29
6289,3074,29
6290,806,29
6291,7613,29
6292,546,29
6293,2091,29
6294,842,29
6295,2997,29
6296,751,29
6297,4672,29
6298,9149,29
6299,4110,29
6300,8113,29
6301,1785,29
6302,797,29
6303,2302,29
6304,1425,29
6305,9673,29
6306,5344,29
6307,6909,29
6308,1204,29
6309,2039,29
6310,1846,29
6311,4960,29
6312,4617,29
6313,7976,29
6314,4121,29
6315,7050,29
6316,7568,29
6317,5504,29
6318,7273,29
6319,8503,29
6320,981,29
6321,1023,29
6322,3590,29
6323,3643,29
6324,8097,29
6325,5691,29
6326,5183,29
6327,5845,29
6328,9211,29
6329,4299,29
6330,4409,29
6331,5973,29
6332,5880,29
6333,9118,29
6334,8394,29
6335,4823,29
6336,7534,29
6337,387,29
6338,3298,29
6339,4271,29
6340,1337,29
6341,4404,29
6342,3208,29
6343,5371,29
6344,9537,29
6345,7423,29
6346,4399,29
6347,3752,29
6348,6023,29
6349,2032,29
6350,7191,29
6351,8459,29
6352,7754,29
6353,5578,29
6354,2356,29
6355,494,29
6356,9653,29
6357,4481,29
6358,5396,29
6359,9317,29
6360,3748,29
6361,425,29
6362,2852,29
6363,8107,29
6364,127,29
6365,3826,29
6366,5017,29
6367,1117,29
6368,2664,29
6369,3790,29
6370,8358,29
6371,2471,29
6372,1219,29
6373,3696,29
6374,8205,29
6375,5784,29
6376,9179,29
6377,2899,30
6378,1778,30
6379,6281,30
6380,731,30
6381,3149,30
6382,5693,30
6383,9853,30
6384,6826,30
6385,8814,30
6386,9295,30
6387,9681,30
6388,6882,30
6389,7592,30
6390,9700,30
6391,9660,30
6392,2232,30
6393,4927,30
6394,8217,30
6395,887,30
6396,7509,30
6397,7628,30
6398,9322,30
6399,5526,30
6400,3843,30
6401,1380,30
6402,6970,30
6403,9884,30
6404,1041,30
6405,6375,30
6406,7377,30
6407,5378,30
6408,1518,30
6409,9938,30
6410,2220,30
6411,6657,30
6412,9735,30
6413,3131,30
6414,5955,30
6415,2500,30
6416,9937,30
6417,3934,30
6418,5264,30
6419,6453,30
6420,5736,30
6421,8036,30
6422,8022,30
6423,4235,30
6424,9566,30
6425,1371,30
6426,1434,30
6427,5893,30
6428,6875,30
6429,110,30
6430,7824,30
6431,551,30
6432,8577,30
6433,6377,30
6434,4569,30
6435,8823,30
6436,3273,30
6437,4336,30
6438,2740,30
6439,4406,30
6440,2967,30
6441,4785,30
6442,5423,30
6443,4077,30
6444,3587,30
6445,9292,30
6446,9707,30
6447,3454,30
6448,7871,30
6449,8562,30
6450,8195,30
6451,4436,30
6452,4718,30
6453,6323,30
6454,1118,30
6455,328,30
6456,4545,30
6457,6800,30
6458,748,30
6459,8824,30
6460,6788,30
6461,4310,30
6462,9917,30
6463,1994,30
6464,5207,30
6465,5926,30
6466,955,30
6467,6967,30
6468,9688,30
6469,7696,30
6470,6581,30
6471,3367,30
6472,541,30
6473,1768,30
6474,9884,30
6475,9455,30
6476,4966,30
6477,371,30
6478,2027,30
6479,439,30
6480,7676,30
6481,7565,30
6482,6169,30
6483,6403,30
6484,7978,30
6485,4010,30
6486,441,30
6487,9093,30
6488,8526,30
6489,3162,30
6490,743,30
6491,6703,30
6492,4677,30
6493,3985,30
6494,6877,30
6495,4603,30
6496,3991,30
6497,8078,30
6498,3738,30
6499,5322,30
6500,5532,30
6501,6782,30
6502,5744,30
6503,9295,30
6504,3795,30
6505,7776,30
6506,7573,30
6507,1465,30
6508,3031,30
6509,2309,30
6510,7393,30
6511,421,30
6512,5568,30
6513,2327,30
6514,4992,30
6515,1747,30
6516,7496,30
6517,2450,30
6518,451,30
6519,9709,30
6520,6896,30
6521,4271,30
6522,2889,30
6523,1382,30
6524,4024,30
6525,3816,30
6526,4073,30
6527,1770,30
6528,4049,30
6529,4146,30
6530,811,30
6531,6903,30
6532,3139,30
6533,1712,30
6534,7,30
6535,9993,30
6536,2404,30
6537,3083,30
6538,4066,30
6539,4425,30
6540,3675,30
6541,929,30
6542,8431,30
6543,8072,30
6544,2229,30
6545,2224,30
6546,2844,30
6547,730,30
6548,5186,30
6549,8852,30
6550,3682,30
6551,1529,30
6552,7641,30
6553,9221,30
6554,2261,30
6555,3130,30
6556,5044,30
6557,7013,30
6558,3414,30
6559,3117,30
6560,7558,30
6561,1346,30
6562,2968,30
6563,3197,30
6564,40,30
6565,118,30
6566,9576,30
6567,6492,30
6568,9262,30
6569,9716,30
6570,900,30
6571,9892,30
6572,2124,30
6573,5937,30
6574,2008,30
6575,9138,30
6576,9606,30
6577,9700,30
