SamuraiId,Picture,Name,Age,Town
1248,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1248,7,Takoyaki
1249,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1249,11,DonBuri
1250,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1250,34,Nagasaki
1251,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1251,10,Takoyaki
1252,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1252,44,Takoyaki
1253,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1253,36,Takoyaki
1254,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1254,32,Shijuku
1255,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1255,1,DonBuri
1256,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1256,40,Shijuku
1257,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1257,11,Sushi Town
1258,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1258,39,Sushi Town
1259,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1259,17,Nagasaki
1260,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1260,22,Takoyaki
1261,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1261,17,Takoyaki
1262,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1262,20,Sushi Town
1263,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1263,31,DonBuri
1264,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1264,11,DonBuri
1265,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1265,15,Nagasaki
1266,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1266,16,DonBuri
1267,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1267,35,DonBuri
1268,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1268,3,Nagasaki
1269,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1269,32,DonBuri
1270,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1270,14,Sushi Town
1271,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1271,41,DonBuri
1272,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1272,26,Nagasaki
1273,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1273,7,Shijuku
1274,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1274,24,Nagasaki
1275,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1275,7,Takoyaki
1276,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1276,47,Shijuku
1277,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1277,27,DonBuri
1278,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1278,47,Nagasaki
1279,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1279,9,DonBuri
1280,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1280,0,Shijuku
1281,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1281,46,Shijuku
1282,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1282,9,Nagasaki
1283,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1283,26,Takoyaki
1284,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1284,1,DonBuri
1285,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1285,45,Nagasaki
1286,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1286,46,Takoyaki
1287,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1287,7,Sushi Town
1288,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1288,21,Nagasaki
1289,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1289,49,Shijuku
1290,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1290,45,Sushi Town
1291,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1291,5,Shijuku
1292,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1292,36,DonBuri
1293,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1293,46,Sushi Town
1294,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1294,26,Nagasaki
1295,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1295,21,Nagasaki
1296,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1296,31,Takoyaki
1297,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1297,21,Takoyaki
1298,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1298,1,Shijuku
1299,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1299,36,Sushi Town
1300,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1300,0,Sushi Town
1301,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1301,10,Nagasaki
1302,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1302,5,Nagasaki
1303,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1303,16,Sushi Town
1304,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1304,37,Sushi Town
1305,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1305,34,Shijuku
1306,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1306,25,Takoyaki
1307,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1307,27,Shijuku
1308,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1308,3,Takoyaki
1309,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1309,16,Sushi Town
1310,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1310,44,Takoyaki
1311,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1311,3,Sushi Town
1312,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1312,5,Sushi Town
1313,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1313,20,Nagasaki
1314,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1314,7,Sushi Town
1315,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1315,17,Shijuku
1316,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1316,48,Takoyaki
1317,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1317,35,Shijuku
1318,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1318,20,Sushi Town
1319,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1319,6,DonBuri
1320,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1320,9,DonBuri
1321,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1321,49,Sushi Town
1322,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1322,5,DonBuri
1323,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1323,44,Sushi Town
1324,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1324,27,Sushi Town
1325,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1325,0,DonBuri
1326,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1326,45,Shijuku
1327,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1327,20,Shijuku
1328,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1328,22,Shijuku
1329,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1329,43,Shijuku
1330,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1330,17,Shijuku
1331,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1331,16,Sushi Town
1332,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1332,16,Takoyaki
1333,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1333,1,Shijuku
1334,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1334,49,Nagasaki
1335,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1335,31,Shijuku
1336,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1336,31,Shijuku
1337,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1337,34,Shijuku
1338,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1338,29,DonBuri
1339,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1339,7,Takoyaki
1340,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1340,11,DonBuri
1341,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1341,10,Shijuku
1342,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1342,44,Takoyaki
1343,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1343,46,Nagasaki
1344,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1344,45,Sushi Town
1345,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1345,32,Shijuku
1346,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1346,40,Takoyaki
1347,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1347,7,Takoyaki
1348,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1348,30,Nagasaki
1349,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1349,49,Sushi Town
1350,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1350,14,DonBuri
1351,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1351,37,Nagasaki
1352,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1352,41,DonBuri
1353,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1353,36,DonBuri
1354,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1354,18,Shijuku
1355,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1355,41,Nagasaki
1356,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1356,45,Takoyaki
1357,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1357,0,Shijuku
1358,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1358,29,Sushi Town
1359,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1359,27,Shijuku
1360,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1360,30,Nagasaki
1361,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1361,45,Takoyaki
1362,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1362,45,Nagasaki
1363,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1363,0,Shijuku
1364,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1364,39,Sushi Town
1365,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1365,18,DonBuri
1366,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1366,27,Takoyaki
1367,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1367,45,DonBuri
1368,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1368,11,Shijuku
1369,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1369,16,Sushi Town
1370,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1370,26,Nagasaki
1371,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1371,4,Shijuku
1372,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1372,46,DonBuri
1373,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1373,3,Takoyaki
1374,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1374,36,Shijuku
1375,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1375,39,DonBuri
1376,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1376,46,Takoyaki
1377,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1377,0,DonBuri
1378,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1378,39,Nagasaki
1379,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1379,35,Sushi Town
1380,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1380,1,Shijuku
1381,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1381,28,Sushi Town
1382,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1382,30,Nagasaki
1383,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1383,13,Takoyaki
1384,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1384,19,DonBuri
1385,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1385,20,Shijuku
1386,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1386,16,Shijuku
1387,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1387,21,Sushi Town
1388,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1388,23,Nagasaki
1389,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1389,49,Nagasaki
1390,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1390,26,Sushi Town
1391,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1391,21,Nagasaki
1392,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1392,45,Takoyaki
1393,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1393,42,Takoyaki
1394,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1394,18,Takoyaki
1395,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1395,6,Shijuku
1396,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1396,5,Shijuku
1397,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1397,34,Shijuku
1398,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1398,47,Takoyaki
1399,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1399,18,Shijuku
1400,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1400,46,Sushi Town
1401,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1401,35,Sushi Town
1402,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1402,36,Takoyaki
1403,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1403,4,Takoyaki
1404,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1404,13,Nagasaki
1405,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1405,0,Takoyaki
1406,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1406,31,Takoyaki
1407,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1407,28,Shijuku
1408,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1408,41,DonBuri
1409,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1409,20,Sushi Town
1410,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1410,36,DonBuri
1411,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1411,36,Sushi Town
1412,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1412,1,Shijuku
1413,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1413,34,Shijuku
1414,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1414,17,Nagasaki
1415,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1415,42,Takoyaki
1416,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1416,5,Shijuku
1417,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1417,22,Sushi Town
1418,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1418,21,DonBuri
1419,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1419,10,DonBuri
1420,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1420,43,Takoyaki
1421,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1421,46,DonBuri
1422,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1422,12,DonBuri
1423,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1423,3,Shijuku
1424,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1424,31,Nagasaki
1425,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1425,45,Nagasaki
1426,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1426,0,Sushi Town
1427,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1427,44,Shijuku
1428,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1428,26,Nagasaki
1429,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1429,20,Nagasaki
1430,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1430,24,Takoyaki
1431,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1431,2,Shijuku
1432,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1432,44,Shijuku
1433,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1433,12,Nagasaki
1434,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1434,29,Nagasaki
1435,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1435,6,Takoyaki
1436,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1436,33,Takoyaki
1437,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1437,17,Sushi Town
1438,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1438,41,Takoyaki
1439,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1439,10,Shijuku
1440,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1440,29,DonBuri
1441,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1441,28,Nagasaki
1442,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1442,21,Shijuku
1443,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1443,43,Shijuku
1444,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1444,3,Takoyaki
1445,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1445,30,Sushi Town
1446,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1446,10,Sushi Town
1447,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1447,1,Shijuku
1448,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1448,16,DonBuri
1449,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1449,16,Nagasaki
1450,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1450,41,Nagasaki
1451,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1451,24,Takoyaki
1452,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1452,4,DonBuri
1453,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1453,27,Sushi Town
1454,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1454,16,Sushi Town
1455,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1455,41,Shijuku
1456,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1456,13,Shijuku
1457,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1457,23,Shijuku
1458,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1458,13,Takoyaki
1459,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1459,8,Sushi Town
1460,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1460,41,DonBuri
1461,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1461,28,Takoyaki
1462,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1462,42,Shijuku
1463,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1463,11,DonBuri
1464,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1464,36,Takoyaki
1465,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1465,25,DonBuri
1466,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1466,33,DonBuri
1467,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1467,30,Shijuku
1468,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1468,45,Shijuku
1469,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1469,1,DonBuri
1470,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1470,49,Nagasaki
1471,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1471,29,DonBuri
1472,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1472,22,Shijuku
1473,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1473,2,Takoyaki
1474,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1474,21,Nagasaki
1475,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1475,5,Takoyaki
1476,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1476,15,DonBuri
1477,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1477,9,DonBuri
1478,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1478,40,Sushi Town
1479,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1479,41,Shijuku
1480,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1480,25,Takoyaki
1481,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1481,39,DonBuri
1482,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1482,19,DonBuri
1483,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1483,0,Nagasaki
1484,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1484,20,Nagasaki
1485,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1485,41,Nagasaki
1486,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1486,38,DonBuri
1487,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1487,7,Takoyaki
1488,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1488,36,Takoyaki
1489,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1489,29,Sushi Town
1490,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1490,33,Takoyaki
1491,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1491,0,Shijuku
1492,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1492,44,Takoyaki
1493,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1493,23,DonBuri
1494,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1494,9,DonBuri
1495,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1495,42,Takoyaki
1496,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1496,26,Sushi Town
1497,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1497,1,DonBuri
1498,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1498,48,Sushi Town
1499,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1499,19,Sushi Town
1500,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1500,38,Shijuku
1501,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1501,20,DonBuri
1502,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1502,46,Shijuku
1503,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_1503,5,Nagasaki
